accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.013,-3.3,-2.9,8.8
0.106,-3.5,-1.5,9.1
0.299,-3.0,-2.8,9.0
0.4,-3.1,-3.3,8.8
0.499,-3.1,-4.0,8.3
0.6,-2.9,-3.2,8.8
0.7,-2.6,-3.9,8.6
0.799,-3.2,-3.7,8.5
0.904,-3.1,-4.3,8.3
0.999,-3.0,-3.9,8.6
1.099,-3.2,-3.8,8.5
1.199,-3.2,-3.6,8.6
1.305,-3.2,-4.1,8.3
1.404,-3.2,-4.0,8.3
1.499,-3.2,-3.9,8.3
1.599,-3.3,-3.8,8.4
1.699,-3.3,-4.1,8.2
1.799,-3.3,-4.2,8.3
1.898,-3.2,-4.2,8.3
2.001,-3.2,-4.2,8.3
2.1,-3.6,-3.6,11.8
2.201,-3.8,-12.7,1.5
2.316,5.6,-6.2,3.4
2.4,7.0,-8.9,-8.6
2.5,0.8,-9.5,2.1
2.601,3.6,-8.2,2.7
2.706,9.4,-2.9,-7.2
2.8,1.4,-11.6,7.4
2.9,7.6,-9.9,-2.7
3.004,9.1,-5.7,-9.5
3.1,-8.0,-15.3,4.8
3.201,9.8,-6.2,-3.8
3.301,7.9,-6.3,-4.8
3.4,4.8,-6.1,8.1
3.499,10.4,-3.1,-7.2
3.602,6.8,-6.4,-0.3
3.727,1.6,-12.0,1.7
3.804,10.5,-2.6,-7.7
3.897,5.6,-7.5,1.6
4.005,7.2,-6.5,-0.3
4.102,9.3,-3.6,-9.3
4.213,-5.9,-21.3,14.1
4.302,8.0,-5.8,-2.9
4.401,6.8,-6.1,-2.3
4.506,5.2,-7.2,7.6
4.619,10.1,-3.5,-6.6
4.709,6.9,-7.8,1.5
4.802,5.3,-10.2,0.7
4.907,10.0,-4.8,-8.6
5.002,4.3,-8.3,5.9
5.102,6.6,-9.7,-1.3
5.202,9.9,-4.9,-9.2
5.304,2.1,-6.9,10.8
5.403,7.1,-5.8,-0.8
5.503,9.6,-4.8,-9.1
5.603,-2.0,-13.0,1.8
5.708,10.1,-5.6,-3.9
5.803,7.6,-6.7,-1.4
5.91,5.5,-7.7,5.0
6.003,9.0,-2.1,-6.2
6.118,5.0,-9.5,3.8
6.203,7.6,-8.6,-3.4
6.305,8.8,-5.1,-6.6
6.404,-0.8,-7.7,2.4
6.513,10.0,-3.7,-4.1
6.606,6.9,-6.2,-1.0
6.708,5.6,-6.2,5.8
6.803,9.8,-3.7,-7.2
6.92,5.2,-8.0,4.1
7.008,6.1,-9.1,2.0
7.106,9.2,-4.0,-6.8
7.205,2.0,-8.4,13.0
7.333,7.7,-6.5,-0.8
7.404,8.8,-5.5,-6.0
7.509,-3.1,-12.8,8.7
7.605,9.7,-5.4,-4.4
7.705,7.1,-5.8,-1.9
7.811,9.8,-7.8,6.4
7.934,9.5,-3.8,-6.2
8.02,6.4,-6.9,0.1
8.107,5.2,-10.1,2.1
8.208,9.9,-4.0,-7.1
8.318,5.4,-7.6,3.3
8.415,6.6,-7.6,-0.2
8.598,9.1,-4.9,-7.7
8.698,-4.2,-14.8,13.7
8.799,8.6,-6.1,-2.8
8.897,8.5,-5.4,-4.6
8.998,8.4,-5.5,7.2
9.097,8.1,-5.0,-3.7
9.198,7.7,-6.7,-2.2
9.301,5.0,-8.9,4.8
9.398,11.9,-3.6,-8.7
9.521,5.9,-6.9,2.2
9.597,4.0,-11.1,2.6
9.698,11.0,-2.2,-9.5
9.798,4.4,-8.0,4.9
9.899,7.0,-7.5,-0.1
9.998,10.3,-4.3,-9.7
10.097,-6.4,-17.2,15.3
10.197,8.1,-6.8,-1.8
10.303,9.2,-4.5,-8.1
10.403,6.0,-4.3,-1.5
10.504,5.8,-7.1,1.1
10.599,5.4,-7.1,-0.0
10.699,4.4,-12.0,0.7
10.8,3.3,-11.0,4.2
10.899,1.8,-6.1,7.6
10.999,-0.2,-2.7,9.9
11.099,-1.1,-0.0,10.1
11.199,-1.8,0.3,10.4
11.299,-1.2,0.6,9.5
11.4,-0.4,0.7,10.1
11.498,-1.2,1.6,9.6
11.605,-1.4,1.0,9.8
11.698,-1.5,1.1,9.6
11.798,-1.5,1.1,9.6
11.917,-1.2,1.2,9.7
12.001,-1.5,1.4,9.5
12.103,-1.5,1.3,9.7
12.201,-1.6,1.3,9.7
12.316,-1.3,1.3,9.7
