orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.238,0.5,0.1,-0.3,-0.8
0.385,0.5,0.1,-0.2,-0.8
0.543,0.5,0.1,-0.2,-0.8
0.764,0.5,0.1,-0.2,-0.8
0.951,0.5,0.1,-0.2,-0.8
1.167,0.5,0.1,-0.2,-0.9
1.436,0.5,0.1,-0.2,-0.9
1.643,0.5,0.1,-0.2,-0.9
1.828,0.5,0.1,-0.2,-0.9
2.039,0.5,0.1,-0.2,-0.9
2.244,0.5,0.1,-0.2,-0.9
2.43,0.6,-0.0,0.0,-0.8
2.649,0.7,-0.2,0.6,-0.2
2.842,0.7,0.1,0.7,-0.1
3.052,0.7,0.3,0.7,-0.2
3.23,0.7,0.1,0.6,-0.2
3.459,0.7,-0.0,0.6,-0.3
3.633,0.7,-0.0,0.6,-0.3
3.866,0.7,-0.0,0.7,-0.2
4.027,0.7,0.1,0.7,-0.2
4.262,0.7,0.1,0.6,-0.2
4.44,0.7,-0.0,0.6,-0.3
4.648,0.7,-0.0,0.6,-0.3
4.841,0.7,0.0,0.7,-0.2
5.036,0.7,-0.0,0.6,-0.2
5.234,0.7,0.1,0.6,-0.2
5.404,0.7,-0.1,0.6,-0.3
5.679,0.8,0.0,0.5,-0.4
5.846,0.8,0.1,0.5,-0.4
6.034,0.8,0.1,0.5,-0.4
6.243,0.7,0.2,0.6,-0.2
6.443,0.7,0.2,0.6,-0.3
6.667,0.7,0.2,0.6,-0.3
6.839,0.7,0.2,0.6,-0.3
7.036,0.7,0.2,0.6,-0.3
7.253,0.7,0.2,0.6,-0.3
7.462,0.7,0.2,0.6,-0.3
7.719,0.7,0.2,0.6,-0.3
7.837,0.7,0.1,0.6,-0.3
8.071,0.7,0.1,0.6,-0.3
8.246,0.8,0.1,0.6,-0.3
8.484,0.8,0.1,0.5,-0.3
8.669,0.8,0.1,0.5,-0.3
8.871,0.9,0.1,0.4,-0.3
9.057,0.9,0.3,0.3,-0.2
9.264,0.9,-0.0,0.3,-0.2
9.452,1.0,-0.1,0.2,-0.0
9.728,1.0,0.1,0.1,0.1
9.949,0.9,0.3,0.1,0.2
10.137,0.9,0.4,-0.0,0.2
10.33,0.9,0.4,-0.0,0.1
10.512,0.9,0.4,-0.1,0.2
10.749,0.9,0.4,-0.1,0.2
10.934,0.9,0.4,-0.1,0.2
11.171,0.9,0.4,-0.1,0.2
11.321,0.9,0.4,-0.1,0.2
11.547,0.9,0.4,-0.1,0.2
11.741,0.9,0.4,-0.1,0.2
11.966,0.9,0.4,-0.1,0.2
12.125,0.9,0.4,-0.1,0.2
12.353,0.9,0.4,-0.1,0.2
12.529,0.9,0.4,-0.1,0.2
12.736,0.9,0.4,-0.1,0.2
12.93,0.9,0.4,-0.1,0.2
