accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.0,0.6,3.9,8.9
0.002,0.5,3.6,8.0
0.003,0.1,4.1,9.6
0.005,-0.6,4.7,9.3
0.099,0.3,3.9,8.3
0.101,0.7,3.6,8.5
0.102,-0.1,4.0,8.4
0.104,-0.3,3.7,8.2
0.204,0.1,3.6,8.9
0.206,-0.2,3.8,8.8
0.208,-1.1,3.9,8.7
0.209,-0.7,3.5,9.2
0.3,-0.1,3.8,9.1
0.301,-0.4,3.7,9.0
0.304,-0.4,3.9,8.9
0.31,-0.5,3.7,9.0
0.4,-0.3,3.3,8.9
0.402,-0.3,3.2,8.7
0.404,-0.7,3.3,8.6
0.405,-1.3,3.1,8.1
0.5,-1.6,1.8,7.5
0.501,-2.3,1.8,7.2
0.506,-2.3,1.9,7.3
0.508,-2.3,1.5,7.4
0.603,-2.3,1.0,8.1
0.605,-2.4,1.0,8.6
0.606,-2.6,0.9,8.8
0.608,-2.4,-0.4,8.6
0.7,-3.2,-1.0,8.0
0.701,-3.3,-1.1,8.4
0.703,-3.7,-1.3,7.9
0.713,-4.0,-1.7,8.6
0.8,-5.2,-2.0,8.2
0.801,-5.1,-2.0,7.9
0.803,-5.0,-2.6,8.2
0.805,-5.7,-3.4,7.8
0.9,-6.9,-4.3,7.5
0.902,-7.2,-4.9,6.9
0.908,-7.5,-4.4,6.4
0.91,-7.3,-3.0,6.2
1.0,-7.0,-4.4,5.9
1.002,-8.8,-4.9,4.8
1.003,-9.7,-4.0,4.2
1.005,-9.2,-2.9,3.6
1.101,-8.9,-4.1,4.1
1.103,-11.9,-3.1,3.6
1.119,-12.1,-1.9,3.1
1.121,-9.7,-1.7,3.0
1.201,-10.3,-2.5,2.2
1.206,-11.0,-2.8,1.9
1.208,-10.1,-1.8,2.4
1.21,-9.5,-1.0,2.4
1.303,-10.3,-1.8,1.9
1.304,-10.7,-1.7,2.1
1.306,-10.3,-1.1,2.0
1.308,-9.4,-0.8,1.8
1.406,-9.5,-1.3,1.3
1.408,-10.6,-1.0,1.4
1.409,-10.1,-0.5,1.2
1.411,-9.1,-0.2,1.2
1.534,-10.2,-0.8,0.4
1.544,-9.8,-0.7,0.4
1.545,-9.4,0.1,0.9
1.552,-9.5,0.3,1.0
1.621,-9.1,0.2,0.5
1.622,-10.0,-0.1,0.4
1.624,-10.3,-0.2,-0.0
1.625,-9.3,0.4,0.2
1.701,-10.2,-0.1,-0.1
1.706,-10.0,0.1,-0.5
1.708,-9.3,0.4,-0.2
1.709,-9.5,0.3,-0.2
1.8,-9.3,0.7,-0.1
1.802,-9.3,0.5,-0.0
1.804,-9.8,0.3,-0.1
1.805,-9.8,0.2,-0.9
1.909,-10.0,0.3,-0.9
1.911,-9.7,0.1,-0.6
1.912,-9.3,0.4,-0.5
1.914,-8.8,0.6,-0.7
2.001,-9.5,0.2,-1.0
2.003,-9.8,-0.1,-1.3
2.01,-9.7,0.2,-0.9
2.012,-10.0,0.6,-0.7
2.101,-9.2,0.4,-1.8
2.107,-9.0,-0.2,-1.6
2.109,-9.8,-0.3,-1.5
2.111,-9.9,0.1,-1.4
2.205,-9.1,1.0,-1.5
2.207,-9.1,0.9,-1.4
2.209,-9.5,0.9,-1.3
2.211,-9.8,1.3,-1.8
2.301,-7.7,2.0,-2.2
2.303,-8.3,1.0,-2.6
2.304,-10.3,0.5,-3.4
2.306,-9.3,1.0,-3.3
2.404,-8.1,2.2,-2.6
2.406,-9.3,0.9,-4.1
2.408,-9.0,0.8,-5.3
2.409,-8.4,2.6,-4.5
2.527,-7.0,2.1,-4.7
2.528,-8.3,0.1,-6.3
2.53,-8.8,-1.3,-7.7
2.531,-6.1,-0.8,-7.1
2.6,-4.1,0.9,-2.2
2.602,-0.9,-1.3,-1.3
2.604,0.6,-1.5,2.8
2.699,-4.2,3.8,24.9
2.707,-8.6,-7.8,26.8
2.708,-26.1,1.1,20.8
2.71,-27.6,-6.8,20.7
2.799,-22.1,-4.2,14.0
2.806,-3.0,9.2,28.3
2.808,-3.2,5.5,22.5
2.809,-8.7,5.3,13.8
2.899,-4.1,-9.6,10.6
2.902,25.6,-1.7,19.8
2.904,-11.5,2.9,11.6
2.906,-25.5,-5.8,-3.3
2.999,-21.3,-15.9,-3.4
3.007,-6.5,-3.6,6.2
3.009,0.9,4.8,8.3
3.019,11.4,9.9,6.5
3.099,11.1,5.9,2.5
3.102,-3.1,6.0,-12.2
3.104,-3.2,3.6,-11.4
3.106,-0.1,3.8,-9.7
3.199,6.3,2.6,-5.4
3.202,2.1,-8.2,-1.6
3.209,-3.7,-1.9,-3.5
3.21,-4.4,6.1,-4.4
3.299,-5.9,10.2,-9.3
3.303,-4.4,6.5,-27.8
3.304,3.8,8.4,-29.8
3.306,9.8,6.0,-20.7
3.399,-6.5,-5.2,-30.7
3.403,-2.4,10.6,-14.8
3.413,3.1,1.6,-4.1
3.414,1.5,-3.7,-7.1
3.508,-1.1,-1.6,-7.3
3.516,2.9,5.1,-5.0
3.517,3.2,3.7,-4.8
3.519,2.7,1.8,-4.8
3.599,3.2,2.6,-5.4
3.603,4.3,5.4,-7.9
3.605,3.7,3.7,-9.9
3.61,2.3,3.0,-10.4
3.7,0.8,4.5,-10.8
3.703,0.9,3.7,-11.0
3.705,1.5,3.3,-10.6
3.706,0.3,4.7,-10.5
3.801,0.3,4.7,-9.9
3.818,0.7,3.0,-8.2
3.819,1.0,3.0,-7.7
3.821,1.9,3.1,-7.5
3.899,2.8,3.8,-7.5
3.903,3.0,3.8,-7.5
3.905,2.4,3.4,-7.6
3.906,2.1,3.3,-8.1
3.999,1.7,3.1,-8.7
4.002,0.5,5.0,-9.1
4.005,0.9,6.4,-9.0
4.007,0.1,7.9,-9.9
4.101,-0.5,8.2,-9.6
4.105,0.3,4.3,-8.4
4.106,0.2,4.7,-8.0
4.108,0.5,4.7,-7.6
4.199,0.9,4.6,-7.4
4.21,1.4,4.5,-7.4
4.212,1.7,4.6,-7.5
4.216,1.8,4.8,-7.8
4.298,1.8,5.0,-8.0
4.302,1.2,4.7,-8.3
4.303,1.2,5.4,-9.0
4.399,0.3,7.3,-9.5
4.4,-0.2,7.3,-9.4
4.404,0.1,4.9,-7.9
4.405,0.0,5.5,-7.4
4.504,0.2,5.6,-7.4
4.506,0.5,5.6,-7.4
4.516,1.0,5.9,-7.6
4.517,1.1,5.9,-7.6
4.6,1.3,5.9,-7.9
4.616,1.3,5.7,-8.1
4.62,1.1,5.1,-8.2
4.621,0.8,5.3,-8.1
4.699,0.7,5.1,-8.2
4.701,0.6,5.0,-8.2
4.707,0.4,5.1,-8.3
4.709,0.5,5.2,-8.3
4.799,0.4,5.3,-8.3
4.8,0.5,5.4,-8.1
4.804,0.7,5.5,-8.1
4.805,0.9,5.5,-8.0
4.9,1.0,5.5,-8.0
4.902,1.1,5.3,-7.8
4.905,1.0,5.1,-7.7
4.909,1.0,5.3,-8.0
4.999,1.0,5.4,-8.2
5.006,0.8,5.3,-8.4
5.009,0.5,5.4,-8.5
5.011,0.4,5.4,-8.5
5.099,0.3,5.6,-8.4
5.101,0.4,5.6,-8.2
