gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.114,-0.7,-0.0,-0.1
0.314,-3.5,-0.7,2.0
0.505,-1.4,-1.8,3.9
0.739,-4.1,0.2,3.8
0.907,0.4,0.2,1.6
1.127,0.1,-0.1,-0.2
1.313,-0.0,-0.0,-0.1
1.535,0.3,0.0,-0.8
1.8,2.1,-0.8,-4.6
2.005,0.3,-1.4,-4.5
2.216,-1.0,2.3,-0.3
2.4,-0.5,-1.0,0.7
2.611,-0.3,-1.7,-0.0
2.798,0.5,1.4,0.2
3.011,-0.6,-1.2,-0.0
3.205,-0.5,-0.4,-0.8
3.412,0.1,1.0,0.1
3.603,-1.1,-1.4,-0.0
3.812,2.2,0.5,1.5
3.999,-0.3,0.4,0.2
4.222,-1.0,-1.4,-0.3
4.382,2.3,1.5,-0.8
4.648,-0.4,-0.5,0.1
4.8,-1.1,-1.0,0.2
5.013,1.5,2.8,-0.1
5.21,-0.6,-1.3,0.1
5.424,-1.4,-0.9,0.5
5.611,1.0,2.7,-0.1
5.801,-0.8,-1.7,-0.1
6.005,-0.2,-1.3,0.2
6.208,-0.8,-0.8,0.9
6.417,1.3,-0.1,2.6
6.606,-1.9,0.6,3.5
6.807,0.5,0.6,2.5
7.01,0.4,0.3,0.7
7.219,0.0,-0.0,-0.5
7.407,0.1,-0.0,-0.3
7.622,-2.7,-0.1,-2.5
7.809,11.0,0.8,-3.9
8.034,1.5,0.1,-2.2
8.21,0.3,0.1,-0.6
8.448,0.0,0.1,-0.2
8.608,0.4,0.0,0.0
8.847,1.0,0.2,0.1
