orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.113,-0.9,-0.3,-0.1,-0.4
0.143,-0.9,-0.2,-0.1,-0.4
0.222,-0.9,-0.2,-0.1,-0.4
0.359,-0.9,-0.2,-0.1,-0.4
0.422,-0.9,-0.2,-0.1,-0.4
0.523,-0.9,-0.0,-0.0,-0.5
0.627,-0.8,0.2,0.0,-0.6
0.743,-0.7,0.3,0.1,-0.6
0.818,-0.5,0.5,0.2,-0.7
0.927,-0.3,0.6,0.2,-0.7
1.144,-0.1,0.6,0.3,-0.7
1.208,0.0,0.7,0.2,-0.7
1.308,0.1,0.7,0.2,-0.7
1.406,0.1,0.7,0.2,-0.7
1.522,0.0,0.7,0.2,-0.7
1.608,0.0,0.7,0.2,-0.7
1.712,-0.0,0.7,0.2,-0.7
1.803,-0.0,0.7,0.2,-0.7
1.927,0.0,0.7,0.1,-0.7
2.011,0.1,0.7,0.1,-0.7
2.121,0.1,0.7,0.1,-0.7
2.222,0.1,0.7,0.1,-0.7
2.319,0.1,0.6,0.1,-0.7
2.41,0.1,0.6,0.1,-0.7
2.507,0.1,0.6,0.1,-0.7
2.627,0.1,0.7,0.1,-0.7
2.704,0.1,0.7,0.1,-0.7
2.809,0.1,0.7,0.1,-0.7
2.91,0.0,0.6,0.2,-0.8
3.03,-0.0,0.6,0.2,-0.8
3.129,-0.1,0.6,0.2,-0.8
3.212,-0.1,0.6,0.3,-0.8
3.308,-0.1,0.6,0.2,-0.8
3.428,-0.1,0.6,0.2,-0.8
3.507,-0.0,0.6,0.2,-0.8
3.612,0.0,0.6,0.2,-0.8
3.719,0.1,0.6,0.2,-0.8
3.833,0.1,0.6,0.2,-0.8
3.915,0.1,0.6,0.2,-0.7
4.006,0.1,0.6,0.2,-0.7
4.119,0.0,0.6,0.2,-0.7
4.229,0.0,0.7,0.1,-0.7
4.304,0.0,0.7,0.1,-0.7
4.416,0.1,0.7,0.1,-0.7
4.521,0.1,0.7,0.1,-0.7
4.632,0.2,0.7,0.2,-0.7
4.715,0.2,0.7,0.2,-0.7
4.81,0.2,0.6,0.3,-0.7
4.939,0.3,0.5,0.4,-0.7
5.012,0.3,0.4,0.3,-0.8
5.114,0.5,0.3,0.2,-0.8
5.217,0.7,0.2,0.1,-0.7
5.333,0.6,0.2,-0.1,-0.7
5.417,0.5,0.3,-0.3,-0.8
5.515,0.5,0.1,-0.3,-0.8
5.612,0.5,-0.1,-0.3,-0.8
5.727,0.5,-0.1,-0.3,-0.8
5.82,0.5,0.1,-0.3,-0.8
5.909,0.5,0.1,-0.3,-0.8
6.016,0.6,0.2,-0.2,-0.8
6.168,0.6,0.3,-0.2,-0.7
6.227,0.6,0.4,-0.2,-0.7
6.295,0.6,0.3,-0.1,-0.7
6.42,0.6,0.3,-0.1,-0.7
6.536,0.6,0.4,-0.2,-0.7
6.617,0.5,0.4,-0.2,-0.7
6.715,0.5,0.4,-0.2,-0.7
6.815,0.5,0.4,-0.1,-0.7
6.938,0.5,0.4,-0.1,-0.7
7.014,0.5,0.3,-0.1,-0.8
7.125,0.5,0.3,-0.1,-0.8
7.225,0.5,0.4,-0.1,-0.8
7.328,0.5,0.4,-0.1,-0.8
7.433,0.5,0.3,-0.1,-0.8
7.511,0.5,0.4,-0.1,-0.8
7.63,0.5,0.4,-0.1,-0.8
7.732,0.5,0.4,-0.1,-0.8
7.825,0.5,0.3,-0.1,-0.8
7.921,0.5,0.3,-0.1,-0.8
8.062,0.5,0.3,-0.1,-0.8
8.126,0.5,0.3,-0.1,-0.8
8.229,0.5,0.3,-0.1,-0.8
8.323,0.5,0.3,-0.1,-0.8
8.445,0.5,0.3,-0.1,-0.8
8.524,0.5,0.3,-0.1,-0.8
8.622,0.5,0.3,-0.1,-0.8
8.721,0.5,0.3,-0.1,-0.8
8.845,0.5,0.3,-0.1,-0.8
8.919,0.5,0.3,-0.1,-0.8
9.036,0.5,0.4,-0.1,-0.8
9.126,0.5,0.4,-0.1,-0.8
9.32,0.5,0.4,-0.1,-0.8
9.345,0.5,0.4,-0.1,-0.8
9.54,0.5,0.4,-0.1,-0.8
9.558,0.5,0.3,-0.1,-0.8
9.736,0.5,0.4,-0.1,-0.8
9.833,0.5,0.4,-0.1,-0.8
9.852,0.5,0.4,-0.1,-0.8
9.948,0.5,0.4,-0.1,-0.8
10.133,0.5,0.4,-0.2,-0.8
10.243,0.5,0.3,-0.2,-0.8
10.262,0.4,0.3,-0.2,-0.9
10.352,0.2,0.2,-0.4,-0.9
10.512,0.1,0.2,-0.5,-0.8
10.537,0.0,0.2,-0.5,-0.8
10.733,-0.1,0.2,-0.5,-0.8
10.809,-0.1,0.2,-0.5,-0.8
10.931,-0.2,0.2,-0.5,-0.8
11.057,-0.2,0.2,-0.5,-0.8
11.077,-0.2,0.2,-0.5,-0.8
11.157,-0.2,0.2,-0.6,-0.8
11.317,-0.2,0.3,-0.6,-0.7
11.401,-0.1,0.3,-0.6,-0.7
11.526,-0.1,0.3,-0.6,-0.7
11.638,-0.0,0.3,-0.6,-0.7
11.742,-0.0,0.3,-0.6,-0.7
11.85,-0.0,0.3,-0.6,-0.7
11.935,-0.0,0.3,-0.6,-0.7
12.036,0.0,0.3,-0.6,-0.7
12.14,0.1,0.3,-0.6,-0.7
12.253,0.1,0.3,-0.6,-0.7
12.328,0.1,0.3,-0.6,-0.7
12.397,-0.0,0.3,-0.6,-0.7
12.539,-0.0,0.3,-0.6,-0.7
12.658,-0.0,0.3,-0.6,-0.7
12.706,-0.0,0.3,-0.6,-0.7
12.815,-0.0,0.3,-0.6,-0.7
